Comunidades y Ciudades Autónomas;Edades;Sexo;Periodo;Total
Navarra, Comunidad Foral de;95 y más años;Hombres;2018;0
Navarra, Comunidad Foral de;95 y más años;Mujeres;2021;0
Navarra, Comunidad Foral de;95 y más años;Mujeres;2020;0
Navarra, Comunidad Foral de;95 y más años;Mujeres;2019;0
Navarra, Comunidad Foral de;95 y más años;Mujeres;2018;0
País Vasco;Menos de 15 años;Total;2021;0,362
País Vasco;Menos de 15 años;Total;2020;0,333
País Vasco;Menos de 15 años;Total;2019;0,329
País Vasco;Menos de 15 años;Total;2018;0,652
País Vasco;Menos de 15 años;Hombres;2021;0,704
País Vasco;Menos de 15 años;Hombres;2020;0,648
País Vasco;Menos de 15 años;Hombres;2019;0,64
País Vasco;Menos de 15 años;Hombres;2018;0,635
País Vasco;Menos de 15 años;Mujeres;2021;0
País Vasco;Menos de 15 años;Mujeres;2020;0
País Vasco;Menos de 15 años;Mujeres;2019;0
País Vasco;Menos de 15 años;Mujeres;2018;0,669
País Vasco;De 15 a 29 años;Total;2021;4,209
País Vasco;De 15 a 29 años;Total;2020;2,64
País Vasco;De 15 a 29 años;Total;2019;3,739
País Vasco;De 15 a 29 años;Total;2018;3,154
País Vasco;De 15 a 29 años;Hombres;2021;6,934
País Vasco;De 15 a 29 años;Hombres;2020;3,88
País Vasco;De 15 a 29 años;Hombres;2019;5,334
País Vasco;De 15 a 29 años;Hombres;2018;4,825
País Vasco;De 15 a 29 años;Mujeres;2021;1,331
País Vasco;De 15 a 29 años;Mujeres;2020;1,347
País Vasco;De 15 a 29 años;Mujeres;2019;2,08
País Vasco;De 15 a 29 años;Mujeres;2018;1,426
País Vasco;De 30 a 39 años;Total;2021;4,899
País Vasco;De 30 a 39 años;Total;2020;4,951
País Vasco;De 30 a 39 años;Total;2019;5,989
País Vasco;De 30 a 39 años;Total;2018;4,612
País Vasco;De 30 a 39 años;Hombres;2021;8,945
País Vasco;De 30 a 39 años;Hombres;2020;10,008
País Vasco;De 30 a 39 años;Hombres;2019;9,678
País Vasco;De 30 a 39 años;Hombres;2018;6,969
País Vasco;De 30 a 39 años;Mujeres;2021;0,82
País Vasco;De 30 a 39 años;Mujeres;2020;0
País Vasco;De 30 a 39 años;Mujeres;2019;2,372
País Vasco;De 30 a 39 años;Mujeres;2018;2,289
País Vasco;De 40 a 44 años;Total;2021;8,764
País Vasco;De 40 a 44 años;Total;2020;9,286
País Vasco;De 40 a 44 años;Total;2019;4,527
País Vasco;De 40 a 44 años;Total;2018;4,469
País Vasco;De 40 a 44 años;Hombres;2021;12,711
País Vasco;De 40 a 44 años;Hombres;2020;15,109
País Vasco;De 40 a 44 años;Hombres;2019;7,91
País Vasco;De 40 a 44 años;Hombres;2018;6,66
País Vasco;De 40 a 44 años;Mujeres;2021;4,727
País Vasco;De 40 a 44 años;Mujeres;2020;3,478
País Vasco;De 40 a 44 años;Mujeres;2019;1,133
País Vasco;De 40 a 44 años;Mujeres;2018;2,249
País Vasco;De 45 a 49 años;Total;2021;6,54
País Vasco;De 45 a 49 años;Total;2020;13,456
País Vasco;De 45 a 49 años;Total;2019;7,949
País Vasco;De 45 a 49 años;Total;2018;8,615
País Vasco;De 45 a 49 años;Hombres;2021;9,685
País Vasco;De 45 a 49 años;Hombres;2020;21,192
País Vasco;De 45 a 49 años;Hombres;2019;14,642
País Vasco;De 45 a 49 años;Hombres;2018;10,24
País Vasco;De 45 a 49 años;Mujeres;2021;3,313
País Vasco;De 45 a 49 años;Mujeres;2020;5,637
País Vasco;De 45 a 49 años;Mujeres;2019;1,145
País Vasco;De 45 a 49 años;Mujeres;2018;6,958
País Vasco;De 50 a 54 años;Total;2021;7,505
País Vasco;De 50 a 54 años;Total;2020;10,532
País Vasco;De 50 a 54 años;Total;2019;6,419
País Vasco;De 50 a 54 años;Total;2018;14,552
País Vasco;De 50 a 54 años;Hombres;2021;8,04
País Vasco;De 50 a 54 años;Hombres;2020;10,561
País Vasco;De 50 a 54 años;Hombres;2019;9,38
País Vasco;De 50 a 54 años;Hombres;2018;22,283
País Vasco;De 50 a 54 años;Mujeres;2021;6,964
País Vasco;De 50 a 54 años;Mujeres;2020;10,504
País Vasco;De 50 a 54 años;Mujeres;2019;3,485
País Vasco;De 50 a 54 años;Mujeres;2018;6,934
País Vasco;De 55 a 59 años;Total;2021;12,444
País Vasco;De 55 a 59 años;Total;2020;10,223
País Vasco;De 55 a 59 años;Total;2019;10,947
País Vasco;De 55 a 59 años;Total;2018;11,689
País Vasco;De 55 a 59 años;Hombres;2021;15,763
País Vasco;De 55 a 59 años;Hombres;2020;14,827
País Vasco;De 55 a 59 años;Hombres;2019;16,263
País Vasco;De 55 a 59 años;Hombres;2018;17,728
País Vasco;De 55 a 59 años;Mujeres;2021;9,272
País Vasco;De 55 a 59 años;Mujeres;2020;5,857
País Vasco;De 55 a 59 años;Mujeres;2019;5,918
País Vasco;De 55 a 59 años;Mujeres;2018;5,983
País Vasco;De 60 a 64 años;Total;2021;8,348
País Vasco;De 60 a 64 años;Total;2020;8,511
País Vasco;De 60 a 64 años;Total;2019;8,753
País Vasco;De 60 a 64 años;Total;2018;6,24
País Vasco;De 60 a 64 años;Hombres;2021;11,988
País Vasco;De 60 a 64 años;Hombres;2020;16,313
País Vasco;De 60 a 64 años;Hombres;2019;12,575
País Vasco;De 60 a 64 años;Hombres;2018;8,628
País Vasco;De 60 a 64 años;Mujeres;2021;4,959
País Vasco;De 60 a 64 años;Mujeres;2020;1,263
País Vasco;De 60 a 64 años;Mujeres;2019;5,198
País Vasco;De 60 a 64 años;Mujeres;2018;4,016
País Vasco;De 65 a 69 años;Total;2021;3,805
País Vasco;De 65 a 69 años;Total;2020;12,393
País Vasco;De 65 a 69 años;Total;2019;6,24
País Vasco;De 65 a 69 años;Total;2018;11,671
País Vasco;De 65 a 69 años;Hombres;2021;4,821
País Vasco;De 65 a 69 años;Hombres;2020;19,646
País Vasco;De 65 a 69 años;Hombres;2019;11,534
País Vasco;De 65 a 69 años;Hombres;2018;14,754
País Vasco;De 65 a 69 años;Mujeres;2021;2,891
País Vasco;De 65 a 69 años;Mujeres;2020;5,88
País Vasco;De 65 a 69 años;Mujeres;2019;1,481
País Vasco;De 65 a 69 años;Mujeres;2018;8,885
País Vasco;De 70 a 74 años;Total;2021;9,203
País Vasco;De 70 a 74 años;Total;2020;8,313
País Vasco;De 70 a 74 años;Total;2019;14,227
País Vasco;De 70 a 74 años;Total;2018;9,411
País Vasco;De 70 a 74 años;Hombres;2021;12,692
País Vasco;De 70 a 74 años;Hombres;2020;9,008
País Vasco;De 70 a 74 años;Hombres;2019;27,244
País Vasco;De 70 a 74 años;Hombres;2018;11,17
País Vasco;De 70 a 74 años;Mujeres;2021;6,213
País Vasco;De 70 a 74 años;Mujeres;2020;7,717
País Vasco;De 70 a 74 años;Mujeres;2019;3,104
País Vasco;De 70 a 74 años;Mujeres;2018;7,916
País Vasco;De 75 a 79 años;Total;2021;10,188
País Vasco;De 75 a 79 años;Total;2020;17,967
País Vasco;De 75 a 79 años;Total;2019;10,054
País Vasco;De 75 a 79 años;Total;2018;12,004
País Vasco;De 75 a 79 años;Hombres;2021;16,23
País Vasco;De 75 a 79 años;Hombres;2020;28,83
País Vasco;De 75 a 79 años;Hombres;2019;22,85
País Vasco;De 75 a 79 años;Hombres;2018;19,132
País Vasco;De 75 a 79 años;Mujeres;2021;5,452
País Vasco;De 75 a 79 años;Mujeres;2020;9,435
País Vasco;De 75 a 79 años;Mujeres;2019;0
País Vasco;De 75 a 79 años;Mujeres;2018;6,421
País Vasco;De 80 a 84 años;Total;2021;10,268
País Vasco;De 80 a 84 años;Total;2020;12,951
País Vasco;De 80 a 84 años;Total;2019;11,177
País Vasco;De 80 a 84 años;Total;2018;15,889
País Vasco;De 80 a 84 años;Hombres;2021;21,827
País Vasco;De 80 a 84 años;Hombres;2020;28,793
País Vasco;De 80 a 84 años;Hombres;2019;17,546
País Vasco;De 80 a 84 años;Hombres;2018;33,343
País Vasco;De 80 a 84 años;Mujeres;2021;2,458
País Vasco;De 80 a 84 años;Mujeres;2020;2,398
País Vasco;De 80 a 84 años;Mujeres;2019;6,964
País Vasco;De 80 a 84 años;Mujeres;2018;4,392
País Vasco;De 85 a 89 años;Total;2021;19,354
País Vasco;De 85 a 89 años;Total;2020;21,201
País Vasco;De 85 a 89 años;Total;2019;5,368
País Vasco;De 85 a 89 años;Total;2018;20,255
País Vasco;De 85 a 89 años;Hombres;2021;39,811
País Vasco;De 85 a 89 años;Hombres;2020;49,819
País Vasco;De 85 a 89 años;Hombres;2019;15,312
País Vasco;De 85 a 89 años;Hombres;2018;42,223
País Vasco;De 85 a 89 años;Mujeres;2021;8,165
País Vasco;De 85 a 89 años;Mujeres;2020;5,475
País Vasco;De 85 a 89 años;Mujeres;2019;0
País Vasco;De 85 a 89 años;Mujeres;2018;8,484
País Vasco;De 90 a 94 años;Total;2021;7,542
País Vasco;De 90 a 94 años;Total;2020;23,551
País Vasco;De 90 a 94 años;Total;2019;4,078
País Vasco;De 90 a 94 años;Total;2018;21,456
País Vasco;De 90 a 94 años;Hombres;2021;26,288
País Vasco;De 90 a 94 años;Hombres;2020;55,416
País Vasco;De 90 a 94 años;Hombres;2019;14,682
País Vasco;De 90 a 94 años;Hombres;2018;63,681
País Vasco;De 90 a 94 años;Mujeres;2021;0
País Vasco;De 90 a 94 años;Mujeres;2020;10,954
País Vasco;De 90 a 94 años;Mujeres;2019;0
País Vasco;De 90 a 94 años;Mujeres;2018;5,875
País Vasco;95 y más años;Total;2021;13,118
País Vasco;95 y más años;Total;2020;0
País Vasco;95 y más años;Total;2019;0
País Vasco;95 y más años;Total;2018;0
País Vasco;95 y más años;Hombres;2021;69,541
País Vasco;95 y más años;Hombres;2020;0
País Vasco;95 y más años;Hombres;2019;0
País Vasco;95 y más años;Hombres;2018;0
País Vasco;95 y más años;Mujeres;2021;0
País Vasco;95 y más años;Mujeres;2020;0
País Vasco;95 y más años;Mujeres;2019;0
País Vasco;95 y más años;Mujeres;2018;0
Rioja, La;Menos de 15 años;Total;2021;0
Rioja, La;Menos de 15 años;Total;2020;0
Rioja, La;Menos de 15 años;Total;2019;0
Rioja, La;Menos de 15 años;Total;2018;0
Rioja, La;Menos de 15 años;Hombres;2021;0
Rioja, La;Menos de 15 años;Hombres;2020;0
Rioja, La;Menos de 15 años;Hombres;2019;0
Rioja, La;Menos de 15 años;Hombres;2018;0
Rioja, La;Menos de 15 años;Mujeres;2021;0
Rioja, La;Menos de 15 años;Mujeres;2020;0
Rioja, La;Menos de 15 años;Mujeres;2019;0
Rioja, La;Menos de 15 años;Mujeres;2018;0
Rioja, La;De 15 a 29 años;Total;2021;0
Rioja, La;De 15 a 29 años;Total;2020;2,178
Rioja, La;De 15 a 29 años;Total;2019;4,436
Rioja, La;De 15 a 29 años;Total;2018;4,52
Rioja, La;De 15 a 29 años;Hombres;2021;0
Rioja, La;De 15 a 29 años;Hombres;2020;4,295
Rioja, La;De 15 a 29 años;Hombres;2019;4,387
Rioja, La;De 15 a 29 años;Hombres;2018;8,949
Rioja, La;De 15 a 29 años;Mujeres;2021;0
Rioja, La;De 15 a 29 años;Mujeres;2020;0
Rioja, La;De 15 a 29 años;Mujeres;2019;4,487
Rioja, La;De 15 a 29 años;Mujeres;2018;0
Rioja, La;De 30 a 39 años;Total;2021;8,016
Rioja, La;De 30 a 39 años;Total;2020;10,606
Rioja, La;De 30 a 39 años;Total;2019;10,319
Rioja, La;De 30 a 39 años;Total;2018;2,496
Rioja, La;De 30 a 39 años;Hombres;2021;16,033
Rioja, La;De 30 a 39 años;Hombres;2020;10,657
Rioja, La;De 30 a 39 años;Hombres;2019;15,527
Rioja, La;De 30 a 39 años;Hombres;2018;4,993
Rioja, La;De 30 a 39 años;Mujeres;2021;0
Rioja, La;De 30 a 39 años;Mujeres;2020;10,555
Rioja, La;De 30 a 39 años;Mujeres;2019;5,143
Rioja, La;De 30 a 39 años;Mujeres;2018;0
Rioja, La;De 40 a 44 años;Total;2021;15,372
Rioja, La;De 40 a 44 años;Total;2020;19,1
Rioja, La;De 40 a 44 años;Total;2019;3,782
Rioja, La;De 40 a 44 años;Total;2018;0
Rioja, La;De 40 a 44 años;Hombres;2021;30,458
Rioja, La;De 40 a 44 años;Hombres;2020;37,87
Rioja, La;De 40 a 44 años;Hombres;2019;7,443
Rioja, La;De 40 a 44 años;Hombres;2018;0
Rioja, La;De 40 a 44 años;Mujeres;2021;0
Rioja, La;De 40 a 44 años;Mujeres;2020;0
Rioja, La;De 40 a 44 años;Mujeres;2019;0
Rioja, La;De 40 a 44 años;Mujeres;2018;0
Rioja, La;De 45 a 49 años;Total;2021;22,552
Rioja, La;De 45 a 49 años;Total;2020;0
Rioja, La;De 45 a 49 años;Total;2019;15,905
Rioja, La;De 45 a 49 años;Total;2018;4,027
Rioja, La;De 45 a 49 años;Hombres;2021;21,923
Rioja, La;De 45 a 49 años;Hombres;2020;0
Rioja, La;De 45 a 49 años;Hombres;2019;15,517
Rioja, La;De 45 a 49 años;Hombres;2018;7,843
Rioja, La;De 45 a 49 años;Mujeres;2021;23,218
Rioja, La;De 45 a 49 años;Mujeres;2020;0
Rioja, La;De 45 a 49 años;Mujeres;2019;16,312
Rioja, La;De 45 a 49 años;Mujeres;2018;0
Rioja, La;De 50 a 54 años;Total;2021;0
Rioja, La;De 50 a 54 años;Total;2020;8,235
Rioja, La;De 50 a 54 años;Total;2019;0
Rioja, La;De 50 a 54 años;Total;2018;0
Rioja, La;De 50 a 54 años;Hombres;2021;0
Rioja, La;De 50 a 54 años;Hombres;2020;16,42
Rioja, La;De 50 a 54 años;Hombres;2019;0
Rioja, La;De 50 a 54 años;Hombres;2018;0
Rioja, La;De 50 a 54 años;Mujeres;2021;0
Rioja, La;De 50 a 54 años;Mujeres;2020;0
Rioja, La;De 50 a 54 años;Mujeres;2019;0
Rioja, La;De 50 a 54 años;Mujeres;2018;0
Rioja, La;De 55 a 59 años;Total;2021;12,85
Rioja, La;De 55 a 59 años;Total;2020;21,694
Rioja, La;De 55 a 59 años;Total;2019;17,476
Rioja, La;De 55 a 59 años;Total;2018;17,694
Rioja, La;De 55 a 59 años;Hombres;2021;17,109
Rioja, La;De 55 a 59 años;Hombres;2020;25,99
Rioja, La;De 55 a 59 años;Hombres;2019;26,086
Rioja, La;De 55 a 59 años;Hombres;2018;17,641
Rioja, La;De 55 a 59 años;Mujeres;2021;8,579
Rioja, La;De 55 a 59 años;Mujeres;2020;17,384
Rioja, La;De 55 a 59 años;Mujeres;2019;8,781
Rioja, La;De 55 a 59 años;Mujeres;2018;17,748
Rioja, La;De 60 a 64 años;Total;2021;9,24
Rioja, La;De 60 a 64 años;Total;2020;4,768
Rioja, La;De 60 a 64 años;Total;2019;9,907
Rioja, La;De 60 a 64 años;Total;2018;20,513
Rioja, La;De 60 a 64 años;Hombres;2021;9,286
Rioja, La;De 60 a 64 años;Hombres;2020;0
Rioja, La;De 60 a 64 años;Hombres;2019;0
Rioja, La;De 60 a 64 años;Hombres;2018;30,782
Rioja, La;De 60 a 64 años;Mujeres;2021;9,195
Rioja, La;De 60 a 64 años;Mujeres;2020;9,467
Rioja, La;De 60 a 64 años;Mujeres;2019;19,619
Rioja, La;De 60 a 64 años;Mujeres;2018;10,253
Rioja, La;De 65 a 69 años;Total;2021;5,658
Rioja, La;De 65 a 69 años;Total;2020;17,521
Rioja, La;De 65 a 69 años;Total;2019;11,934
Rioja, La;De 65 a 69 años;Total;2018;0
Rioja, La;De 65 a 69 años;Hombres;2021;11,496
Rioja, La;De 65 a 69 años;Hombres;2020;35,359
Rioja, La;De 65 a 69 años;Hombres;2019;11,945
Rioja, La;De 65 a 69 años;Hombres;2018;0
Rioja, La;De 65 a 69 años;Mujeres;2021;0
Rioja, La;De 65 a 69 años;Mujeres;2020;0
Rioja, La;De 65 a 69 años;Mujeres;2019;11,923
Rioja, La;De 65 a 69 años;Mujeres;2018;0
Rioja, La;De 70 a 74 años;Total;2021;12,883
Rioja, La;De 70 a 74 años;Total;2020;0
Rioja, La;De 70 a 74 años;Total;2019;32,673
Rioja, La;De 70 a 74 años;Total;2018;20,031
Rioja, La;De 70 a 74 años;Hombres;2021;26,589
Rioja, La;De 70 a 74 años;Hombres;2020;0
Rioja, La;De 70 a 74 años;Hombres;2019;54,787
Rioja, La;De 70 a 74 años;Hombres;2018;28,05
Rioja, La;De 70 a 74 años;Mujeres;2021;0
Rioja, La;De 70 a 74 años;Mujeres;2020;0
Rioja, La;De 70 a 74 años;Mujeres;2019;12,497
Rioja, La;De 70 a 74 años;Mujeres;2018;12,744
Rioja, La;De 75 a 79 años;Total;2021;0
Rioja, La;De 75 a 79 años;Total;2020;7,857
Rioja, La;De 75 a 79 años;Total;2019;0
Rioja, La;De 75 a 79 años;Total;2018;0
Rioja, La;De 75 a 79 años;Hombres;2021;0
Rioja, La;De 75 a 79 años;Hombres;2020;0
Rioja, La;De 75 a 79 años;Hombres;2019;0
Rioja, La;De 75 a 79 años;Hombres;2018;0
Rioja, La;De 75 a 79 años;Mujeres;2021;0
Rioja, La;De 75 a 79 años;Mujeres;2020;14,57
Rioja, La;De 75 a 79 años;Mujeres;2019;0
Rioja, La;De 75 a 79 años;Mujeres;2018;0
Rioja, La;De 80 a 84 años;Total;2021;22,007
Rioja, La;De 80 a 84 años;Total;2020;32,835
Rioja, La;De 80 a 84 años;Total;2019;42,141
Rioja, La;De 80 a 84 años;Total;2018;19,56
Rioja, La;De 80 a 84 años;Hombres;2021;52,715
Rioja, La;De 80 a 84 años;Hombres;2020;53,26
Rioja, La;De 80 a 84 años;Hombres;2019;102,558
Rioja, La;De 80 a 84 años;Hombres;2018;47,311
Rioja, La;De 80 a 84 años;Mujeres;2021;0
Rioja, La;De 80 a 84 años;Mujeres;2020;18,582
Rioja, La;De 80 a 84 años;Mujeres;2019;0
Rioja, La;De 80 a 84 años;Mujeres;2018;0
Rioja, La;De 85 a 89 años;Total;2021;0
Rioja, La;De 85 a 89 años;Total;2020;25,07
Rioja, La;De 85 a 89 años;Total;2019;0
Rioja, La;De 85 a 89 años;Total;2018;51,036
Rioja, La;De 85 a 89 años;Hombres;2021;0
Rioja, La;De 85 a 89 años;Hombres;2020;67,429
Rioja, La;De 85 a 89 años;Hombres;2019;0
Rioja, La;De 85 a 89 años;Hombres;2018;102,138
Rioja, La;De 85 a 89 años;Mujeres;2021;0
Rioja, La;De 85 a 89 años;Mujeres;2020;0
Rioja, La;De 85 a 89 años;Mujeres;2019;0
Rioja, La;De 85 a 89 años;Mujeres;2018;20,406
Rioja, La;De 90 a 94 años;Total;2021;25,786
Rioja, La;De 90 a 94 años;Total;2020;53,289
Rioja, La;De 90 a 94 años;Total;2019;27,346
Rioja, La;De 90 a 94 años;Total;2018;0
Rioja, La;De 90 a 94 años;Hombres;2021;0
Rioja, La;De 90 a 94 años;Hombres;2020;82,914
Rioja, La;De 90 a 94 años;Hombres;2019;86,054
Rioja, La;De 90 a 94 años;Hombres;2018;0
Rioja, La;De 90 a 94 años;Mujeres;2021;38,212
Rioja, La;De 90 a 94 años;Mujeres;2020;39,261
Rioja, La;De 90 a 94 años;Mujeres;2019;0
Rioja, La;De 90 a 94 años;Mujeres;2018;0
Rioja, La;95 y más años;Total;2021;0
Rioja, La;95 y más años;Total;2020;0
Rioja, La;95 y más años;Total;2019;0
Rioja, La;95 y más años;Total;2018;0
Rioja, La;95 y más años;Hombres;2021;0
Rioja, La;95 y más años;Hombres;2020;0
Rioja, La;95 y más años;Hombres;2019;0
Rioja, La;95 y más años;Hombres;2018;0
Rioja, La;95 y más años;Mujeres;2021;0
Rioja, La;95 y más años;Mujeres;2020;0
Rioja, La;95 y más años;Mujeres;2019;0
Rioja, La;95 y más años;Mujeres;2018;0
Ceuta;Menos de 15 años;Total;2021;0
Ceuta;Menos de 15 años;Total;2020;0
Ceuta;Menos de 15 años;Total;2019;0
Ceuta;Menos de 15 años;Total;2018;0
Ceuta;Menos de 15 años;Hombres;2021;0
Ceuta;Menos de 15 años;Hombres;2020;0
Ceuta;Menos de 15 años;Hombres;2019;0
Ceuta;Menos de 15 años;Hombres;2018;0
Ceuta;Menos de 15 años;Mujeres;2021;0
Ceuta;Menos de 15 años;Mujeres;2020;0
Ceuta;Menos de 15 años;Mujeres;2019;0
Ceuta;Menos de 15 años;Mujeres;2018;0
Ceuta;De 15 a 29 años;Total;2021;0
Ceuta;De 15 a 29 años;Total;2020;0
Ceuta;De 15 a 29 años;Total;2019;6,057
Ceuta;De 15 a 29 años;Total;2018;0
Ceuta;De 15 a 29 años;Hombres;2021;0
Ceuta;De 15 a 29 años;Hombres;2020;0
Ceuta;De 15 a 29 años;Hombres;2019;12,102
Ceuta;De 15 a 29 años;Hombres;2018;0
Ceuta;De 15 a 29 años;Mujeres;2021;0
Ceuta;De 15 a 29 años;Mujeres;2020;0
Ceuta;De 15 a 29 años;Mujeres;2019;0
Ceuta;De 15 a 29 años;Mujeres;2018;0
Ceuta;De 30 a 39 años;Total;2021;0
Ceuta;De 30 a 39 años;Total;2020;0
Ceuta;De 30 a 39 años;Total;2019;8,432
Ceuta;De 30 a 39 años;Total;2018;8,219
Ceuta;De 30 a 39 años;Hombres;2021;0
Ceuta;De 30 a 39 años;Hombres;2020;0
Ceuta;De 30 a 39 años;Hombres;2019;16,345
Ceuta;De 30 a 39 años;Hombres;2018;15,808
Ceuta;De 30 a 39 años;Mujeres;2021;0
Ceuta;De 30 a 39 años;Mujeres;2020;0
Ceuta;De 30 a 39 años;Mujeres;2019;0
Ceuta;De 30 a 39 años;Mujeres;2018;0
Ceuta;De 40 a 44 años;Total;2021;0
Ceuta;De 40 a 44 años;Total;2020;15,962
Ceuta;De 40 a 44 años;Total;2019;0
Ceuta;De 40 a 44 años;Total;2018;0
Ceuta;De 40 a 44 años;Hombres;2021;0
Ceuta;De 40 a 44 años;Hombres;2020;30,737
Ceuta;De 40 a 44 años;Hombres;2019;0
Ceuta;De 40 a 44 años;Hombres;2018;0
Ceuta;De 40 a 44 años;Mujeres;2021;0
Ceuta;De 40 a 44 años;Mujeres;2020;0
Ceuta;De 40 a 44 años;Mujeres;2019;0
Ceuta;De 40 a 44 años;Mujeres;2018;0
Ceuta;De 45 a 49 años;Total;2021;32,108
Ceuta;De 45 a 49 años;Total;2020;0
Ceuta;De 45 a 49 años;Total;2019;0
Ceuta;De 45 a 49 años;Total;2018;0
Ceuta;De 45 a 49 años;Hombres;2021;30,184
Ceuta;De 45 a 49 años;Hombres;2020;0
Ceuta;De 45 a 49 años;Hombres;2019;0
Ceuta;De 45 a 49 años;Hombres;2018;0
Ceuta;De 45 a 49 años;Mujeres;2021;34,294
Ceuta;De 45 a 49 años;Mujeres;2020;0
Ceuta;De 45 a 49 años;Mujeres;2019;0
Ceuta;De 45 a 49 años;Mujeres;2018;0
Ceuta;De 50 a 54 años;Total;2021;0
Ceuta;De 50 a 54 años;Total;2020;0
Ceuta;De 50 a 54 años;Total;2019;0
Ceuta;De 50 a 54 años;Total;2018;0
Ceuta;De 50 a 54 años;Hombres;2021;0
Ceuta;De 50 a 54 años;Hombres;2020;0
Ceuta;De 50 a 54 años;Hombres;2019;0
Ceuta;De 50 a 54 años;Hombres;2018;0
Ceuta;De 50 a 54 años;Mujeres;2021;0
Ceuta;De 50 a 54 años;Mujeres;2020;0
Ceuta;De 50 a 54 años;Mujeres;2019;0
Ceuta;De 50 a 54 años;Mujeres;2018;0
Ceuta;De 55 a 59 años;Total;2021;0
Ceuta;De 55 a 59 años;Total;2020;17,407
Ceuta;De 55 a 59 años;Total;2019;17,62
Ceuta;De 55 a 59 años;Total;2018;0
Ceuta;De 55 a 59 años;Hombres;2021;0
Ceuta;De 55 a 59 años;Hombres;2020;33,709
Ceuta;De 55 a 59 años;Hombres;2019;34,19
Ceuta;De 55 a 59 años;Hombres;2018;0
Ceuta;De 55 a 59 años;Mujeres;2021;0
Ceuta;De 55 a 59 años;Mujeres;2020;0
Ceuta;De 55 a 59 años;Mujeres;2019;0
Ceuta;De 55 a 59 años;Mujeres;2018;0
Ceuta;De 60 a 64 años;Total;2021;20,375
Ceuta;De 60 a 64 años;Total;2020;20,799
Ceuta;De 60 a 64 años;Total;2019;21,849
Ceuta;De 60 a 64 años;Total;2018;0
Ceuta;De 60 a 64 años;Hombres;2021;40,145
Ceuta;De 60 a 64 años;Hombres;2020;40,355
Ceuta;De 60 a 64 años;Hombres;2019;42,588
Ceuta;De 60 a 64 años;Hombres;2018;0
Ceuta;De 60 a 64 años;Mujeres;2021;0
Ceuta;De 60 a 64 años;Mujeres;2020;0
Ceuta;De 60 a 64 años;Mujeres;2019;0
Ceuta;De 60 a 64 años;Mujeres;2018;0
Ceuta;De 65 a 69 años;Total;2021;0
Ceuta;De 65 a 69 años;Total;2020;29,56
Ceuta;De 65 a 69 años;Total;2019;0
Ceuta;De 65 a 69 años;Total;2018;0
Ceuta;De 65 a 69 años;Hombres;2021;0
Ceuta;De 65 a 69 años;Hombres;2020;57,491
Ceuta;De 65 a 69 años;Hombres;2019;0
Ceuta;De 65 a 69 años;Hombres;2018;0
Ceuta;De 65 a 69 años;Mujeres;2021;0
Ceuta;De 65 a 69 años;Mujeres;2020;0
Ceuta;De 65 a 69 años;Mujeres;2019;0
Ceuta;De 65 a 69 años;Mujeres;2018;0
Ceuta;De 70 a 74 años;Total;2021;0
Ceuta;De 70 a 74 años;Total;2020;0
Ceuta;De 70 a 74 años;Total;2019;0
Ceuta;De 70 a 74 años;Total;2018;0
Ceuta;De 70 a 74 años;Hombres;2021;0
Ceuta;De 70 a 74 años;Hombres;2020;0
Ceuta;De 70 a 74 años;Hombres;2019;0
Ceuta;De 70 a 74 años;Hombres;2018;0
Ceuta;De 70 a 74 años;Mujeres;2021;0
Ceuta;De 70 a 74 años;Mujeres;2020;0
Ceuta;De 70 a 74 años;Mujeres;2019;0
Ceuta;De 70 a 74 años;Mujeres;2018;0
Ceuta;De 75 a 79 años;Total;2021;52,882
Ceuta;De 75 a 79 años;Total;2020;0
Ceuta;De 75 a 79 años;Total;2019;0
Ceuta;De 75 a 79 años;Total;2018;0
Ceuta;De 75 a 79 años;Hombres;2021;0
Ceuta;De 75 a 79 años;Hombres;2020;0
Ceuta;De 75 a 79 años;Hombres;2019;0
Ceuta;De 75 a 79 años;Hombres;2018;0
Ceuta;De 75 a 79 años;Mujeres;2021;94,162
Ceuta;De 75 a 79 años;Mujeres;2020;0
Ceuta;De 75 a 79 años;Mujeres;2019;0
Ceuta;De 75 a 79 años;Mujeres;2018;0
Ceuta;De 80 a 84 años;Total;2021;0
Ceuta;De 80 a 84 años;Total;2020;0
Ceuta;De 80 a 84 años;Total;2019;0
Ceuta;De 80 a 84 años;Total;2018;0
Ceuta;De 80 a 84 años;Hombres;2021;0
Ceuta;De 80 a 84 años;Hombres;2020;0
Ceuta;De 80 a 84 años;Hombres;2019;0
Ceuta;De 80 a 84 años;Hombres;2018;0
Ceuta;De 80 a 84 años;Mujeres;2021;0
Ceuta;De 80 a 84 años;Mujeres;2020;0
Ceuta;De 80 a 84 años;Mujeres;2019;0
Ceuta;De 80 a 84 años;Mujeres;2018;0
Ceuta;De 85 a 89 años;Total;2021;0
Ceuta;De 85 a 89 años;Total;2020;0
Ceuta;De 85 a 89 años;Total;2019;0
Ceuta;De 85 a 89 años;Total;2018;0
Ceuta;De 85 a 89 años;Hombres;2021;0
Ceuta;De 85 a 89 años;Hombres;2020;0
Ceuta;De 85 a 89 años;Hombres;2019;0
Ceuta;De 85 a 89 años;Hombres;2018;0
Ceuta;De 85 a 89 años;Mujeres;2021;0
Ceuta;De 85 a 89 años;Mujeres;2020;0
