Comunidades y Ciudades Autónomas;Edades;Sexo;Periodo;Total
Castilla-La Mancha;De 45 a 49 años;Mujeres;2020;5,048
Castilla-La Mancha;De 45 a 49 años;Mujeres;2019;5,095
Castilla-La Mancha;De 45 a 49 años;Mujeres;2018;3,835
Castilla-La Mancha;De 50 a 54 años;Total;2021;14,94
Castilla-La Mancha;De 50 a 54 años;Total;2020;13,169
Castilla-La Mancha;De 50 a 54 años;Total;2019;9,446
Castilla-La Mancha;De 50 a 54 años;Total;2018;8,25
Castilla-La Mancha;De 50 a 54 años;Hombres;2021;18,324
Castilla-La Mancha;De 50 a 54 años;Hombres;2020;22,13
Castilla-La Mancha;De 50 a 54 años;Hombres;2019;17,239
Castilla-La Mancha;De 50 a 54 años;Hombres;2018;13,616
Castilla-La Mancha;De 50 a 54 años;Mujeres;2021;11,424
Castilla-La Mancha;De 50 a 54 años;Mujeres;2020;3,84
Castilla-La Mancha;De 50 a 54 años;Mujeres;2019;1,289
Castilla-La Mancha;De 50 a 54 años;Mujeres;2018;2,604
Castilla-La Mancha;De 55 a 59 años;Total;2021;9,836
Castilla-La Mancha;De 55 a 59 años;Total;2020;13,331
Castilla-La Mancha;De 55 a 59 años;Total;2019;10,217
Castilla-La Mancha;De 55 a 59 años;Total;2018;9,099
Castilla-La Mancha;De 55 a 59 años;Hombres;2021;15,469
Castilla-La Mancha;De 55 a 59 años;Hombres;2020;22,211
Castilla-La Mancha;De 55 a 59 años;Hombres;2019;14,663
Castilla-La Mancha;De 55 a 59 años;Hombres;2018;13,663
Castilla-La Mancha;De 55 a 59 años;Mujeres;2021;4,004
Castilla-La Mancha;De 55 a 59 años;Mujeres;2020;4,082
Castilla-La Mancha;De 55 a 59 años;Mujeres;2019;5,572
Castilla-La Mancha;De 55 a 59 años;Mujeres;2018;4,306
Castilla-La Mancha;De 60 a 64 años;Total;2021;15,064
Castilla-La Mancha;De 60 a 64 años;Total;2020;7,935
Castilla-La Mancha;De 60 a 64 años;Total;2019;11,769
Castilla-La Mancha;De 60 a 64 años;Total;2018;8,909
Castilla-La Mancha;De 60 a 64 años;Hombres;2021;28,272
Castilla-La Mancha;De 60 a 64 años;Hombres;2020;9,387
Castilla-La Mancha;De 60 a 64 años;Hombres;2019;18,241
Castilla-La Mancha;De 60 a 64 años;Hombres;2018;12,302
Castilla-La Mancha;De 60 a 64 años;Mujeres;2021;1,525
Castilla-La Mancha;De 60 a 64 años;Mujeres;2020;6,441
Castilla-La Mancha;De 60 a 64 años;Mujeres;2019;5,115
Castilla-La Mancha;De 60 a 64 años;Mujeres;2018;5,421
Castilla-La Mancha;De 65 a 69 años;Total;2021;8,953
Castilla-La Mancha;De 65 a 69 años;Total;2020;10,334
Castilla-La Mancha;De 65 a 69 años;Total;2019;10,497
Castilla-La Mancha;De 65 a 69 años;Total;2018;7,398
Castilla-La Mancha;De 65 a 69 años;Hombres;2021;18,036
Castilla-La Mancha;De 65 a 69 años;Hombres;2020;20,788
Castilla-La Mancha;De 65 a 69 años;Hombres;2019;14,783
Castilla-La Mancha;De 65 a 69 años;Hombres;2018;14,928
Castilla-La Mancha;De 65 a 69 años;Mujeres;2021;0
Castilla-La Mancha;De 65 a 69 años;Mujeres;2020;0
Castilla-La Mancha;De 65 a 69 años;Mujeres;2019;6,262
Castilla-La Mancha;De 65 a 69 años;Mujeres;2018;0
Castilla-La Mancha;De 70 a 74 años;Total;2021;8,018
Castilla-La Mancha;De 70 a 74 años;Total;2020;11,647
Castilla-La Mancha;De 70 a 74 años;Total;2019;15,277
Castilla-La Mancha;De 70 a 74 años;Total;2018;3,599
Castilla-La Mancha;De 70 a 74 años;Hombres;2021;9,578
Castilla-La Mancha;De 70 a 74 años;Hombres;2020;19,545
Castilla-La Mancha;De 70 a 74 años;Hombres;2019;24,7
Castilla-La Mancha;De 70 a 74 años;Hombres;2018;0
Castilla-La Mancha;De 70 a 74 años;Mujeres;2021;6,588
Castilla-La Mancha;De 70 a 74 años;Mujeres;2020;4,452
Castilla-La Mancha;De 70 a 74 años;Mujeres;2019;6,725
Castilla-La Mancha;De 70 a 74 años;Mujeres;2018;6,848
Castilla-La Mancha;De 75 a 79 años;Total;2021;11,198
Castilla-La Mancha;De 75 a 79 años;Total;2020;15,398
Castilla-La Mancha;De 75 a 79 años;Total;2019;15,61
Castilla-La Mancha;De 75 a 79 años;Total;2018;15,121
Castilla-La Mancha;De 75 a 79 años;Hombres;2021;24,756
Castilla-La Mancha;De 75 a 79 años;Hombres;2020;27,941
Castilla-La Mancha;De 75 a 79 años;Hombres;2019;25,292
Castilla-La Mancha;De 75 a 79 años;Hombres;2018;27,184
Castilla-La Mancha;De 75 a 79 años;Mujeres;2021;0
Castilla-La Mancha;De 75 a 79 años;Mujeres;2020;5,098
Castilla-La Mancha;De 75 a 79 años;Mujeres;2019;7,724
Castilla-La Mancha;De 75 a 79 años;Mujeres;2018;5,449
Castilla-La Mancha;De 80 a 84 años;Total;2021;31,664
Castilla-La Mancha;De 80 a 84 años;Total;2020;26,029
Castilla-La Mancha;De 80 a 84 años;Total;2019;11,658
Castilla-La Mancha;De 80 a 84 años;Total;2018;18,549
Castilla-La Mancha;De 80 a 84 años;Hombres;2021;55,242
Castilla-La Mancha;De 80 a 84 años;Hombres;2020;50,335
Castilla-La Mancha;De 80 a 84 años;Hombres;2019;20,003
Castilla-La Mancha;De 80 a 84 años;Hombres;2018;25,806
Castilla-La Mancha;De 80 a 84 años;Mujeres;2021;15,009
Castilla-La Mancha;De 80 a 84 años;Mujeres;2020;8,879
Castilla-La Mancha;De 80 a 84 años;Mujeres;2019;5,707
Castilla-La Mancha;De 80 a 84 años;Mujeres;2018;13,309
Castilla-La Mancha;De 85 a 89 años;Total;2021;12,811
Castilla-La Mancha;De 85 a 89 años;Total;2020;14,793
Castilla-La Mancha;De 85 a 89 años;Total;2019;18,457
Castilla-La Mancha;De 85 a 89 años;Total;2018;14,494
Castilla-La Mancha;De 85 a 89 años;Hombres;2021;32,897
Castilla-La Mancha;De 85 a 89 años;Hombres;2020;37,204
Castilla-La Mancha;De 85 a 89 años;Hombres;2019;35,864
Castilla-La Mancha;De 85 a 89 años;Hombres;2018;25,944
Castilla-La Mancha;De 85 a 89 años;Mujeres;2021;0
Castilla-La Mancha;De 85 a 89 años;Mujeres;2020;0
Castilla-La Mancha;De 85 a 89 años;Mujeres;2019;6,839
Castilla-La Mancha;De 85 a 89 años;Mujeres;2018;6,891
Castilla-La Mancha;De 90 a 94 años;Total;2021;30,566
Castilla-La Mancha;De 90 a 94 años;Total;2020;36,229
Castilla-La Mancha;De 90 a 94 años;Total;2019;18,164
Castilla-La Mancha;De 90 a 94 años;Total;2018;42,867
Castilla-La Mancha;De 90 a 94 años;Hombres;2021;74,822
Castilla-La Mancha;De 90 a 94 años;Hombres;2020;102,044
Castilla-La Mancha;De 90 a 94 años;Hombres;2019;51,539
Castilla-La Mancha;De 90 a 94 años;Hombres;2018;81,247
Castilla-La Mancha;De 90 a 94 años;Mujeres;2021;6,72
Castilla-La Mancha;De 90 a 94 años;Mujeres;2020;0
Castilla-La Mancha;De 90 a 94 años;Mujeres;2019;0
Castilla-La Mancha;De 90 a 94 años;Mujeres;2018;22,042
Castilla-La Mancha;95 y más años;Total;2021;15,911
Castilla-La Mancha;95 y más años;Total;2020;48,595
Castilla-La Mancha;95 y más años;Total;2019;0
Castilla-La Mancha;95 y más años;Total;2018;17,912
Castilla-La Mancha;95 y más años;Hombres;2021;55,463
Castilla-La Mancha;95 y más años;Hombres;2020;164,961
Castilla-La Mancha;95 y más años;Hombres;2019;0
Castilla-La Mancha;95 y más años;Hombres;2018;0
Castilla-La Mancha;95 y más años;Mujeres;2021;0
Castilla-La Mancha;95 y más años;Mujeres;2020;0
Castilla-La Mancha;95 y más años;Mujeres;2019;0
Castilla-La Mancha;95 y más años;Mujeres;2018;25,219
Cataluña;Menos de 15 años;Total;2021;0,093
Cataluña;Menos de 15 años;Total;2020;0,173
Cataluña;Menos de 15 años;Total;2019;0,171
Cataluña;Menos de 15 años;Total;2018;0,085
Cataluña;Menos de 15 años;Hombres;2021;0,181
Cataluña;Menos de 15 años;Hombres;2020;0
Cataluña;Menos de 15 años;Hombres;2019;0
Cataluña;Menos de 15 años;Hombres;2018;0,165
Cataluña;Menos de 15 años;Mujeres;2021;0
Cataluña;Menos de 15 años;Mujeres;2020;0,357
Cataluña;Menos de 15 años;Mujeres;2019;0,354
Cataluña;Menos de 15 años;Mujeres;2018;0
Cataluña;De 15 a 29 años;Total;2021;3,618
Cataluña;De 15 a 29 años;Total;2020;3,255
Cataluña;De 15 a 29 años;Total;2019;4,346
Cataluña;De 15 a 29 años;Total;2018;3,214
Cataluña;De 15 a 29 años;Hombres;2021;5,298
Cataluña;De 15 a 29 años;Hombres;2020;4,11
Cataluña;De 15 a 29 años;Hombres;2019;6,198
Cataluña;De 15 a 29 años;Hombres;2018;4,096
Cataluña;De 15 a 29 años;Mujeres;2021;1,827
Cataluña;De 15 a 29 años;Mujeres;2020;2,348
Cataluña;De 15 a 29 años;Mujeres;2019;2,4
Cataluña;De 15 a 29 años;Mujeres;2018;2,301
Cataluña;De 30 a 39 años;Total;2021;7,318
Cataluña;De 30 a 39 años;Total;2020;6,865
Cataluña;De 30 a 39 años;Total;2019;6,825
Cataluña;De 30 a 39 años;Total;2018;6,317
Cataluña;De 30 a 39 años;Hombres;2021;10,383
Cataluña;De 30 a 39 años;Hombres;2020;10,182
Cataluña;De 30 a 39 años;Hombres;2019;9,581
Cataluña;De 30 a 39 años;Hombres;2018;9,825
Cataluña;De 30 a 39 años;Mujeres;2021;4,228
Cataluña;De 30 a 39 años;Mujeres;2020;3,638
Cataluña;De 30 a 39 años;Mujeres;2019;4,152
Cataluña;De 30 a 39 años;Mujeres;2018;2,916
Cataluña;De 40 a 44 años;Total;2021;8,208
Cataluña;De 40 a 44 años;Total;2020;7,022
Cataluña;De 40 a 44 años;Total;2019;7,498
Cataluña;De 40 a 44 años;Total;2018;7,471
Cataluña;De 40 a 44 años;Hombres;2021;12,776
Cataluña;De 40 a 44 años;Hombres;2020;10,609
Cataluña;De 40 a 44 años;Hombres;2019;12,459
Cataluña;De 40 a 44 años;Hombres;2018;11,154
Cataluña;De 40 a 44 años;Mujeres;2021;3,47
Cataluña;De 40 a 44 años;Mujeres;2020;3,434
Cataluña;De 40 a 44 años;Mujeres;2019;2,466
Cataluña;De 40 a 44 años;Mujeres;2018;3,702
Cataluña;De 45 a 49 años;Total;2021;11,344
Cataluña;De 45 a 49 años;Total;2020;8,96
Cataluña;De 45 a 49 años;Total;2019;9,322
Cataluña;De 45 a 49 años;Total;2018;9,892
Cataluña;De 45 a 49 años;Hombres;2021;16,549
Cataluña;De 45 a 49 años;Hombres;2020;14,316
Cataluña;De 45 a 49 años;Hombres;2019;13,979
Cataluña;De 45 a 49 años;Hombres;2018;14,647
Cataluña;De 45 a 49 años;Mujeres;2021;5,886
Cataluña;De 45 a 49 años;Mujeres;2020;3,494
Cataluña;De 45 a 49 años;Mujeres;2019;4,554
Cataluña;De 45 a 49 años;Mujeres;2018;5,012
Cataluña;De 50 a 54 años;Total;2021;7,795
Cataluña;De 50 a 54 años;Total;2020;12,045
Cataluña;De 50 a 54 años;Total;2019;12,544
Cataluña;De 50 a 54 años;Total;2018;8,967
Cataluña;De 50 a 54 años;Hombres;2021;11,709
Cataluña;De 50 a 54 años;Hombres;2020;18,117
Cataluña;De 50 a 54 años;Hombres;2019;17,267
Cataluña;De 50 a 54 años;Hombres;2018;14,319
Cataluña;De 50 a 54 años;Mujeres;2021;3,777
Cataluña;De 50 a 54 años;Mujeres;2020;5,948
Cataluña;De 50 a 54 años;Mujeres;2019;7,794
Cataluña;De 50 a 54 años;Mujeres;2018;3,594
Cataluña;De 55 a 59 años;Total;2021;9,985
Cataluña;De 55 a 59 años;Total;2020;10,875
Cataluña;De 55 a 59 años;Total;2019;6,953
Cataluña;De 55 a 59 años;Total;2018;12,182
Cataluña;De 55 a 59 años;Hombres;2021;14,853
Cataluña;De 55 a 59 años;Hombres;2020;15,051
Cataluña;De 55 a 59 años;Hombres;2019;9,753
Cataluña;De 55 a 59 años;Hombres;2018;16,237
Cataluña;De 55 a 59 años;Mujeres;2021;5,22
Cataluña;De 55 a 59 años;Mujeres;2020;6,857
Cataluña;De 55 a 59 años;Mujeres;2019;4,275
Cataluña;De 55 a 59 años;Mujeres;2018;8,322
Cataluña;De 60 a 64 años;Total;2021;8,8
Cataluña;De 60 a 64 años;Total;2020;8,792
Cataluña;De 60 a 64 años;Total;2019;9,471
Cataluña;De 60 a 64 años;Total;2018;10,205
Cataluña;De 60 a 64 años;Hombres;2021;15,184
Cataluña;De 60 a 64 años;Hombres;2020;13,309
Cataluña;De 60 a 64 años;Hombres;2019;14,109
Cataluña;De 60 a 64 años;Hombres;2018;14,977
Cataluña;De 60 a 64 años;Mujeres;2021;2,893
Cataluña;De 60 a 64 años;Mujeres;2020;4,641
Cataluña;De 60 a 64 años;Mujeres;2019;5,199
Cataluña;De 60 a 64 años;Mujeres;2018;5,799
Cataluña;De 65 a 69 años;Total;2021;9,367
Cataluña;De 65 a 69 años;Total;2020;8,237
Cataluña;De 65 a 69 años;Total;2019;8,855
Cataluña;De 65 a 69 años;Total;2018;9,383
Cataluña;De 65 a 69 años;Hombres;2021;13,452
Cataluña;De 65 a 69 años;Hombres;2020;12,054
Cataluña;De 65 a 69 años;Hombres;2019;11,073
Cataluña;De 65 a 69 años;Hombres;2018;12,186
Cataluña;De 65 a 69 años;Mujeres;2021;5,738
Cataluña;De 65 a 69 años;Mujeres;2020;4,854
Cataluña;De 65 a 69 años;Mujeres;2019;6,885
Cataluña;De 65 a 69 años;Mujeres;2018;6,892
Cataluña;De 70 a 74 años;Total;2021;7,905
Cataluña;De 70 a 74 años;Total;2020;10,416
Cataluña;De 70 a 74 años;Total;2019;7,629
Cataluña;De 70 a 74 años;Total;2018;9,86
Cataluña;De 70 a 74 años;Hombres;2021;13,61
Cataluña;De 70 a 74 años;Hombres;2020;17,235
Cataluña;De 70 a 74 años;Hombres;2019;12,954
Cataluña;De 70 a 74 años;Hombres;2018;16,444
Cataluña;De 70 a 74 años;Mujeres;2021;3,116
Cataluña;De 70 a 74 años;Mujeres;2020;4,669
Cataluña;De 70 a 74 años;Mujeres;2019;3,128
Cataluña;De 70 a 74 años;Mujeres;2018;4,285
Cataluña;De 75 a 79 años;Total;2021;12,589
Cataluña;De 75 a 79 años;Total;2020;11,796
Cataluña;De 75 a 79 años;Total;2019;10,141
Cataluña;De 75 a 79 años;Total;2018;9,787
Cataluña;De 75 a 79 años;Hombres;2021;22,262
Cataluña;De 75 a 79 años;Hombres;2020;22,666
Cataluña;De 75 a 79 años;Hombres;2019;16,087
Cataluña;De 75 a 79 años;Hombres;2018;19,297
Cataluña;De 75 a 79 años;Mujeres;2021;4,994
Cataluña;De 75 a 79 años;Mujeres;2020;3,2
Cataluña;De 75 a 79 años;Mujeres;2019;5,4
Cataluña;De 75 a 79 años;Mujeres;2018;2,199
Cataluña;De 80 a 84 años;Total;2021;13,596
Cataluña;De 80 a 84 años;Total;2020;21,014
Cataluña;De 80 a 84 años;Total;2019;13,609
Cataluña;De 80 a 84 años;Total;2018;13,224
Cataluña;De 80 a 84 años;Hombres;2021;22,012
Cataluña;De 80 a 84 años;Hombres;2020;41,569
Cataluña;De 80 a 84 años;Hombres;2019;19,125
Cataluña;De 80 a 84 años;Hombres;2018;24,753
Cataluña;De 80 a 84 años;Mujeres;2021;7,705
Cataluña;De 80 a 84 años;Mujeres;2020;6,775
Cataluña;De 80 a 84 años;Mujeres;2019;9,829
Cataluña;De 80 a 84 años;Mujeres;2018;5,367
Cataluña;De 85 a 89 años;Total;2021;23,587
Cataluña;De 85 a 89 años;Total;2020;10,831
Cataluña;De 85 a 89 años;Total;2019;12,711
Cataluña;De 85 a 89 años;Total;2018;14,98
Cataluña;De 85 a 89 años;Hombres;2021;51,15
Cataluña;De 85 a 89 años;Hombres;2020;24,613
Cataluña;De 85 a 89 años;Hombres;2019;26,446
Cataluña;De 85 a 89 años;Hombres;2018;29,112
Cataluña;De 85 a 89 años;Mujeres;2021;7,986
Cataluña;De 85 a 89 años;Mujeres;2020;2,998
Cataluña;De 85 a 89 años;Mujeres;2019;4,969
Cataluña;De 85 a 89 años;Mujeres;2018;7,101
Cataluña;De 90 a 94 años;Total;2021;28,653
Cataluña;De 90 a 94 años;Total;2020;25,201
Cataluña;De 90 a 94 años;Total;2019;24,222
Cataluña;De 90 a 94 años;Total;2018;11,819
Cataluña;De 90 a 94 años;Hombres;2021;81,8
Cataluña;De 90 a 94 años;Hombres;2020;60,078
Cataluña;De 90 a 94 años;Hombres;2019;56,873
Cataluña;De 90 a 94 años;Hombres;2018;24,938
Cataluña;De 90 a 94 años;Mujeres;2021;5,85
Cataluña;De 90 a 94 años;Mujeres;2020;10,043
Cataluña;De 90 a 94 años;Mujeres;2019;10,187
Cataluña;De 90 a 94 años;Mujeres;2018;6,298
Cataluña;95 y más años;Total;2021;13,924
Cataluña;95 y más años;Total;2020;4,846
Cataluña;95 y más años;Total;2019;24,741
Cataluña;95 y más años;Total;2018;15,835
Cataluña;95 y más años;Hombres;2021;41,127
Cataluña;95 y más años;Hombres;2020;20,678
Cataluña;95 y más años;Hombres;2019;86,251
Cataluña;95 y más años;Hombres;2018;69,871
Cataluña;95 y más años;Mujeres;2021;5,994
Cataluña;95 y más años;Mujeres;2020;0
Cataluña;95 y más años;Mujeres;2019;6,422
Cataluña;95 y más años;Mujeres;2018;0
Comunitat Valenciana;Menos de 15 años;Total;2021;0,442
Comunitat Valenciana;Menos de 15 años;Total;2020;0,137
Comunitat Valenciana;Menos de 15 años;Total;2019;0,136
Comunitat Valenciana;Menos de 15 años;Total;2018;0
Comunitat Valenciana;Menos de 15 años;Hombres;2021;0,57
Comunitat Valenciana;Menos de 15 años;Hombres;2020;0
Comunitat Valenciana;Menos de 15 años;Hombres;2019;0,263
Comunitat Valenciana;Menos de 15 años;Hombres;2018;0
Comunitat Valenciana;Menos de 15 años;Mujeres;2021;0,304
Comunitat Valenciana;Menos de 15 años;Mujeres;2020;0,283
Comunitat Valenciana;Menos de 15 años;Mujeres;2019;0
Comunitat Valenciana;Menos de 15 años;Mujeres;2018;0
Comunitat Valenciana;De 15 a 29 años;Total;2021;3,83
Comunitat Valenciana;De 15 a 29 años;Total;2020;4,146
Comunitat Valenciana;De 15 a 29 años;Total;2019;3,433
Comunitat Valenciana;De 15 a 29 años;Total;2018;4,185
Comunitat Valenciana;De 15 a 29 años;Hombres;2021;5,722
Comunitat Valenciana;De 15 a 29 años;Hombres;2020;6,56
Comunitat Valenciana;De 15 a 29 años;Hombres;2019;5,151
Comunitat Valenciana;De 15 a 29 años;Hombres;2018;5,808
Comunitat Valenciana;De 15 a 29 años;Mujeres;2021;1,835
Comunitat Valenciana;De 15 a 29 años;Mujeres;2020;1,598
Comunitat Valenciana;De 15 a 29 años;Mujeres;2019;1,626
Comunitat Valenciana;De 15 a 29 años;Mujeres;2018;2,487
Comunitat Valenciana;De 30 a 39 años;Total;2021;5,48
Comunitat Valenciana;De 30 a 39 años;Total;2020;9,149
Comunitat Valenciana;De 30 a 39 años;Total;2019;6,252
Comunitat Valenciana;De 30 a 39 años;Total;2018;8,051
Comunitat Valenciana;De 30 a 39 años;Hombres;2021;8,989
Comunitat Valenciana;De 30 a 39 años;Hombres;2020;14,135
Comunitat Valenciana;De 30 a 39 años;Hombres;2019;9,692
Comunitat Valenciana;De 30 a 39 años;Hombres;2018;12,428
Comunitat Valenciana;De 30 a 39 años;Mujeres;2021;1,942
Comunitat Valenciana;De 30 a 39 años;Mujeres;2020;4,17
Comunitat Valenciana;De 30 a 39 años;Mujeres;2019;2,813
Comunitat Valenciana;De 30 a 39 años;Mujeres;2018;3,654
Comunitat Valenciana;De 40 a 44 años;Total;2021;9,503
Comunitat Valenciana;De 40 a 44 años;Total;2020;10,63
Comunitat Valenciana;De 40 a 44 años;Total;2019;8,186
Comunitat Valenciana;De 40 a 44 años;Total;2018;7,032
Comunitat Valenciana;De 40 a 44 años;Hombres;2021;15,897
Comunitat Valenciana;De 40 a 44 años;Hombres;2020;16,803
Comunitat Valenciana;De 40 a 44 años;Hombres;2019;11,962
Comunitat Valenciana;De 40 a 44 años;Hombres;2018;12,405
Comunitat Valenciana;De 40 a 44 años;Mujeres;2021;2,898
Comunitat Valenciana;De 40 a 44 años;Mujeres;2020;4,304
Comunitat Valenciana;De 40 a 44 años;Mujeres;2019;4,281
Comunitat Valenciana;De 40 a 44 años;Mujeres;2018;1,435
Comunitat Valenciana;De 45 a 49 años;Total;2021;9,11
Comunitat Valenciana;De 45 a 49 años;Total;2020;8,851
Comunitat Valenciana;De 45 a 49 años;Total;2019;11,686
Comunitat Valenciana;De 45 a 49 años;Total;2018;10,164
Comunitat Valenciana;De 45 a 49 años;Hombres;2021;12,82
Comunitat Valenciana;De 45 a 49 años;Hombres;2020;13,658
Comunitat Valenciana;De 45 a 49 años;Hombres;2019;19,132
Comunitat Valenciana;De 45 a 49 años;Hombres;2018;14,102
Comunitat Valenciana;De 45 a 49 años;Mujeres;2021;5,246
Comunitat Valenciana;De 45 a 49 años;Mujeres;2020;3,889
Comunitat Valenciana;De 45 a 49 años;Mujeres;2019;3,967
Comunitat Valenciana;De 45 a 49 años;Mujeres;2018;6,068
Comunitat Valenciana;De 50 a 54 años;Total;2021;15,68
Comunitat Valenciana;De 50 a 54 años;Total;2020;13,449
Comunitat Valenciana;De 50 a 54 años;Total;2019;16,438
Comunitat Valenciana;De 50 a 54 años;Total;2018;10,696
Comunitat Valenciana;De 50 a 54 años;Hombres;2021;23,735
Comunitat Valenciana;De 50 a 54 años;Hombres;2020;17,695
Comunitat Valenciana;De 50 a 54 años;Hombres;2019;26,124
Comunitat Valenciana;De 50 a 54 años;Hombres;2018;14,568
Comunitat Valenciana;De 50 a 54 años;Mujeres;2021;7,517
Comunitat Valenciana;De 50 a 54 años;Mujeres;2020;9,17
Comunitat Valenciana;De 50 a 54 años;Mujeres;2019;6,697
Comunitat Valenciana;De 50 a 54 años;Mujeres;2018;6,802
Comunitat Valenciana;De 55 a 59 años;Total;2021;13,754
Comunitat Valenciana;De 55 a 59 años;Total;2020;11,347
Comunitat Valenciana;De 55 a 59 años;Total;2019;12,76
Comunitat Valenciana;De 55 a 59 años;Total;2018;12,831
Comunitat Valenciana;De 55 a 59 años;Hombres;2021;21,818
Comunitat Valenciana;De 55 a 59 años;Hombres;2020;12,348
Comunitat Valenciana;De 55 a 59 años;Hombres;2019;18,99
Comunitat Valenciana;De 55 a 59 años;Hombres;2018;20,147
Comunitat Valenciana;De 55 a 59 años;Mujeres;2021;5,868
Comunitat Valenciana;De 55 a 59 años;Mujeres;2020;10,374
Comunitat Valenciana;De 55 a 59 años;Mujeres;2019;6,708
Comunitat Valenciana;De 55 a 59 años;Mujeres;2018;5,742
Comunitat Valenciana;De 60 a 64 años;Total;2021;10,606
Comunitat Valenciana;De 60 a 64 años;Total;2020;13,533
Comunitat Valenciana;De 60 a 64 años;Total;2019;10,466
Comunitat Valenciana;De 60 a 64 años;Total;2018;7,169
Comunitat Valenciana;De 60 a 64 años;Hombres;2021;14,405
Comunitat Valenciana;De 60 a 64 años;Hombres;2020;20,805
Comunitat Valenciana;De 60 a 64 años;Hombres;2019;16,901
Comunitat Valenciana;De 60 a 64 años;Hombres;2018;9,894
Comunitat Valenciana;De 60 a 64 años;Mujeres;2021;7,045
Comunitat Valenciana;De 60 a 64 años;Mujeres;2020;6,71
Comunitat Valenciana;De 60 a 64 años;Mujeres;2019;4,435
Comunitat Valenciana;De 60 a 64 años;Mujeres;2018;4,623
Comunitat Valenciana;De 65 a 69 años;Total;2021;9,035
Comunitat Valenciana;De 65 a 69 años;Total;2020;9,259
Comunitat Valenciana;De 65 a 69 años;Total;2019;10,92
Comunitat Valenciana;De 65 a 69 años;Total;2018;12,495
Comunitat Valenciana;De 65 a 69 años;Hombres;2021;11,412
Comunitat Valenciana;De 65 a 69 años;Hombres;2020;12,458
Comunitat Valenciana;De 65 a 69 años;Hombres;2019;18,241
Comunitat Valenciana;De 65 a 69 años;Hombres;2018;15,181
Comunitat Valenciana;De 65 a 69 años;Mujeres;2021;6,885
Comunitat Valenciana;De 65 a 69 años;Mujeres;2020;6,357
Comunitat Valenciana;De 65 a 69 años;Mujeres;2019;4,302
Comunitat Valenciana;De 65 a 69 años;Mujeres;2018;10,076
Comunitat Valenciana;De 70 a 74 años;Total;2021;8,095
Comunitat Valenciana;De 70 a 74 años;Total;2020;7,739
Comunitat Valenciana;De 70 a 74 años;Total;2019;14,407
Comunitat Valenciana;De 70 a 74 años;Total;2018;8,86
Comunitat Valenciana;De 70 a 74 años;Hombres;2021;11,367
Comunitat Valenciana;De 70 a 74 años;Hombres;2020;13,2
Comunitat Valenciana;De 70 a 74 años;Hombres;2019;23,087
Comunitat Valenciana;De 70 a 74 años;Hombres;2018;11,81
Comunitat Valenciana;De 70 a 74 años;Mujeres;2021;5,275
Comunitat Valenciana;De 70 a 74 años;Mujeres;2020;3,033
Comunitat Valenciana;De 70 a 74 años;Mujeres;2019;6,906
Comunitat Valenciana;De 70 a 74 años;Mujeres;2018;6,302
Comunitat Valenciana;De 75 a 79 años;Total;2021;9,665
Comunitat Valenciana;De 75 a 79 años;Total;2020;14,897
Comunitat Valenciana;De 75 a 79 años;Total;2019;13,252
Comunitat Valenciana;De 75 a 79 años;Total;2018;12,97
Comunitat Valenciana;De 75 a 79 años;Hombres;2021;9,107
Comunitat Valenciana;De 75 a 79 años;Hombres;2020;20,67
Comunitat Valenciana;De 75 a 79 años;Hombres;2019;20,141
Comunitat Valenciana;De 75 a 79 años;Hombres;2018;23,96
Comunitat Valenciana;De 75 a 79 años;Mujeres;2021;10,115
Comunitat Valenciana;De 75 a 79 años;Mujeres;2020;10,224
Comunitat Valenciana;De 75 a 79 años;Mujeres;2019;7,674
Comunitat Valenciana;De 75 a 79 años;Mujeres;2018;4,08
Comunitat Valenciana;De 80 a 84 años;Total;2021;12,864
Comunitat Valenciana;De 80 a 84 años;Total;2020;18,022
Comunitat Valenciana;De 80 a 84 años;Total;2019;24,603
Comunitat Valenciana;De 80 a 84 años;Total;2018;18,151
Comunitat Valenciana;De 80 a 84 años;Hombres;2021;24,078
Comunitat Valenciana;De 80 a 84 años;Hombres;2020;31,168
Comunitat Valenciana;De 80 a 84 años;Hombres;2019;46,923
Comunitat Valenciana;De 80 a 84 años;Hombres;2018;36,949
Comunitat Valenciana;De 80 a 84 años;Mujeres;2021;4,891
Comunitat Valenciana;De 80 a 84 años;Mujeres;2020;8,645
Comunitat Valenciana;De 80 a 84 años;Mujeres;2019;8,679
Comunitat Valenciana;De 80 a 84 años;Mujeres;2018;4,779
Comunitat Valenciana;De 85 a 89 años;Total;2021;17,849
Comunitat Valenciana;De 85 a 89 años;Total;2020;21,772
Comunitat Valenciana;De 85 a 89 años;Total;2019;28,445
Comunitat Valenciana;De 85 a 89 años;Total;2018;21,762
Comunitat Valenciana;De 85 a 89 años;Hombres;2021;42,472
Comunitat Valenciana;De 85 a 89 años;Hombres;2020;47,115
Comunitat Valenciana;De 85 a 89 años;Hombres;2019;62,392
Comunitat Valenciana;De 85 a 89 años;Hombres;2018;47,06
Comunitat Valenciana;De 85 a 89 años;Mujeres;2021;3,337
Comunitat Valenciana;De 85 a 89 años;Mujeres;2020;6,626
Comunitat Valenciana;De 85 a 89 años;Mujeres;2019;8,381
Comunitat Valenciana;De 85 a 89 años;Mujeres;2018;6,908
Comunitat Valenciana;De 90 a 94 años;Total;2021;19,496
